Date,Customer,Country,Product,Business_Line,Sales_Amount,Sales_Amount_Target,Sales_Margin,Sales_Quantity
2008-06-19 00:00:00,Mahesh,Australia,S15_1682,Classic cars,8385,15553,45,70
2010-05-14 00:00:00,Praveen,France,S16_1683,Truks And Buses,10122,15656,20,46
2012-04-18 00:00:00,Iliyaz,Switzerland,S13_1681,Vintage cars,11595,6604,48,55
2010-05-18 00:00:00,Snidha,Germany,S12_1680,Trains,3439,9771,46,54
2006-05-02 00:00:00,Abhi,Canada,S14_1681,Classic cars,9289,18355,33,70
2010-02-07 00:00:00,Ramu,Switzerland,S16_1683,Ships,3108,9979,30,10
2007-09-24 00:00:00,Abhi,Canada,S10_1678,Classic cars,9194,11364,10,74
2007-11-18 00:00:00,Kiran,Austria,S11_1679,Ships,6457,8864,13,34
2009-04-20 00:00:00,Snidha,Switzerland,S12_1680,Truks And Buses,11683,5005,47,27
2005-06-20 00:00:00,Kishan,Germany,S13_1681,Truks And Buses,6509,9945,23,25
2012-07-06 00:00:00,Suban,Australia,S12_1680,Trains,4274,13660,33,64
2011-02-21 00:00:00,Kiran,France,S16_1683,Classic cars,6560,16684,19,23
2009-09-27 00:00:00,Ravi,Australia,S10_1678,Motarcycles,5808,9787,19,17
2009-08-26 00:00:00,Ramu,Netherlands,S13_1681,Motarcycles,11275,14458,25,15
2008-11-23 00:00:00,Abhi,Canada,S13_1681,Trains,9386,10865,35,62
2012-02-27 00:00:00,Shafi,Australia,S13_1681,Vintage cars,10476,6884,32,74
2008-02-18 00:00:00,Kiran,Netherlands,S16_1683,Plans,8404,12034,17,32
2012-10-08 00:00:00,Raja,Austria,S12_1680,Vintage cars,10363,15514,45,78
2006-06-15 00:00:00,Kishan,Austria,S10_1678,Vintage cars,9314,11351,39,8
2008-12-15 00:00:00,Kiran,India,S15_1682,Ships,3025,10970,32,67
2007-09-22 00:00:00,Mahesh,Australia,S15_1682,Classic cars,10540,14127,32,31
2011-02-27 00:00:00,Vijay,Austria,S14_1681,Trains,7868,5618,24,61
2009-05-06 00:00:00,Praveen,Germany,S16_1683,Plans,3639,14955,22,8
2005-11-27 00:00:00,Vijay,India,S14_1681,Truks And Buses,5162,12968,39,14
2005-06-20 00:00:00,Shafi,India,S12_1680,Truks And Buses,4950,10861,15,42
2011-01-10 00:00:00,Kiran,Austria,S15_1682,Vintage cars,9388,6817,12,11
2006-10-07 00:00:00,Vijay,Netherlands,S14_1681,Vintage cars,5241,11959,21,38
2009-03-04 00:00:00,Mahesh,France,S16_1683,Ships,6298,6310,17,27
2011-01-11 00:00:00,Ravi,Canada,S16_1683,Truks And Buses,4494,14109,10,62
2007-08-15 00:00:00,Vijay,Australia,S14_1681,Ships,6241,15398,49,59
2007-09-01 00:00:00,Shafi,India,S16_1683,Plans,7591,16363,16,79
2005-09-13 00:00:00,Kishan,Brazil,S11_1679,Ships,11415,8012,22,68
2009-01-22 00:00:00,Mahesh,Switzerland,S10_1678,Vintage cars,3475,17177,28,58
2010-02-05 00:00:00,Snidha,Brazil,S12_1680,Vintage cars,7083,19462,23,12
2012-05-16 00:00:00,Shafi,India,S10_1678,Truks And Buses,3592,17176,21,47
2009-05-18 00:00:00,Raja,Australia,S10_1678,Trains,7209,7380,45,20
2008-03-26 00:00:00,Kishan,Brazil,S14_1681,Motarcycles,8383,15466,50,64
2007-08-06 00:00:00,Mahesh,India,S11_1679,Ships,7034,5558,27,53
2009-09-15 00:00:00,Kishan,Switzerland,S13_1681,Vintage cars,6533,19147,48,22
2012-07-05 00:00:00,Vijay,Brazil,S11_1679,Trains,9161,10149,32,78
2008-12-27 00:00:00,Abhi,Canada,S16_1683,Trains,4226,12412,50,54
2008-02-24 00:00:00,Snidha,France,S11_1679,Truks And Buses,11053,9102,45,36
2006-03-05 00:00:00,Iliyaz,Austria,S11_1679,Classic cars,7386,16518,22,5
2011-02-20 00:00:00,Praveen,Germany,S16_1683,Motarcycles,4431,9512,37,47
2009-05-16 00:00:00,Mahesh,Australia,S13_1681,Classic cars,11594,9965,22,50
2009-07-05 00:00:00,Kiran,France,S11_1679,Ships,8314,10062,16,26
2007-09-19 00:00:00,Shafi,Canada,S14_1681,Plans,11783,11732,44,52
2005-09-01 00:00:00,Vijay,Brazil,S16_1683,Ships,11634,6591,47,36
2011-04-15 00:00:00,Snidha,Brazil,S12_1680,Trains,5468,6245,37,46
2007-07-28 00:00:00,Kishan,France,S16_1683,Plans,6757,19810,47,75
2012-09-06 00:00:00,Shafi,Canada,S15_1682,Truks And Buses,5746,7590,42,17
2009-03-12 00:00:00,Kalyan,Austria,S14_1681,Ships,8937,5206,20,22
2005-06-10 00:00:00,Kalyan,Switzerland,S14_1681,Vintage cars,5589,12204,42,26
2012-12-10 00:00:00,Ramu,Switzerland,S12_1680,Trains,9282,6885,18,48
2006-06-05 00:00:00,Iliyaz,Brazil,S14_1681,Ships,7220,19851,16,76
2011-11-13 00:00:00,Ravi,India,S16_1683,Motarcycles,10001,10098,43,10
2005-08-20 00:00:00,Ravi,France,S16_1683,Motarcycles,5604,15718,45,14
2009-10-02 00:00:00,Snidha,Austria,S11_1679,Classic cars,7328,5482,42,16
2006-07-11 00:00:00,Kiran,France,S16_1683,Motarcycles,3297,8796,31,10
2009-11-14 00:00:00,Raja,Australia,S14_1681,Vintage cars,8476,17395,28,20
2009-10-22 00:00:00,Iliyaz,Canada,S14_1681,Ships,3255,14849,42,31
2009-09-19 00:00:00,Raja,Canada,S11_1679,Motarcycles,6525,13593,49,50
2012-08-05 00:00:00,Ramu,India,S14_1681,Plans,6314,15967,39,53
2009-11-10 00:00:00,Suban,Austria,S16_1683,Vintage cars,10946,17689,34,51
2011-09-14 00:00:00,Kalyan,Netherlands,S16_1683,Vintage cars,7645,18238,50,74
2010-01-18 00:00:00,Kalyan,Switzerland,S12_1680,Plans,7484,12719,21,6
2006-04-27 00:00:00,Kiran,India,S16_1683,Plans,7135,6276,43,29
2012-07-06 00:00:00,Suban,France,S14_1681,Vintage cars,11911,14784,15,41
2005-10-17 00:00:00,Kiran,Canada,S11_1679,Trains,3762,12668,37,48
2010-07-09 00:00:00,Iliyaz,Switzerland,S12_1680,Vintage cars,8547,12973,23,32
2007-09-27 00:00:00,Kiran,Netherlands,S12_1680,Ships,3372,17518,37,15
2007-07-04 00:00:00,Kishan,Austria,S14_1681,Ships,4871,13452,17,13
2005-01-16 00:00:00,Abhi,France,S10_1678,Trains,7677,19763,46,80
2006-03-22 00:00:00,Suban,France,S16_1683,Motarcycles,6507,19629,15,56
2008-10-20 00:00:00,Iliyaz,Brazil,S13_1681,Classic cars,9290,8052,29,19
2010-11-09 00:00:00,Suban,Germany,S12_1680,Truks And Buses,9849,16136,33,60
2009-09-21 00:00:00,Kiran,Austria,S10_1678,Classic cars,10534,16908,22,27
2006-03-22 00:00:00,Praveen,Austria,S14_1681,Vintage cars,3114,8281,35,41
2005-10-13 00:00:00,Raja,Brazil,S11_1679,Plans,10553,17690,49,40
2011-10-21 00:00:00,Snidha,Canada,S13_1681,Vintage cars,11677,6364,38,9
2007-03-26 00:00:00,Kishan,Austria,S10_1678,Trains,5821,18679,31,79
2008-11-26 00:00:00,Ramu,France,S10_1678,Ships,3221,14849,29,50
2009-12-17 00:00:00,Shafi,France,S15_1682,Classic cars,11326,15438,48,55
2008-11-04 00:00:00,Kiran,Netherlands,S15_1682,Ships,9688,8195,29,71
2009-08-21 00:00:00,Snidha,Austria,S10_1678,Plans,11421,8333,30,7
2007-03-12 00:00:00,Shafi,Germany,S13_1681,Trains,8928,12103,49,27
2010-11-18 00:00:00,Shafi,Australia,S10_1678,Plans,8807,8622,40,10
2006-07-17 00:00:00,Vijay,France,S12_1680,Plans,10468,7516,16,30
2008-06-07 00:00:00,Snidha,Austria,S10_1678,Vintage cars,10021,16716,12,73
2011-12-17 00:00:00,Snidha,France,S13_1681,Motarcycles,6350,13250,46,13
2010-01-27 00:00:00,Ramu,Brazil,S16_1683,Plans,10581,9050,28,11
2005-02-12 00:00:00,Raja,Canada,S11_1679,Plans,11544,11456,28,38
2006-09-25 00:00:00,Ramu,Australia,S14_1681,Plans,10812,10732,41,12
2011-09-04 00:00:00,Praveen,Brazil,S11_1679,Ships,11820,5237,26,21
2012-05-06 00:00:00,Abhi,Brazil,S16_1683,Vintage cars,7914,13738,49,50
2008-11-16 00:00:00,Iliyaz,Netherlands,S16_1683,Truks And Buses,8233,7390,13,19
2006-03-22 00:00:00,Abhi,Brazil,S16_1683,Motarcycles,8765,11147,48,36
2012-04-10 00:00:00,Abhi,France,S13_1681,Ships,4898,6086,44,78
2010-06-04 00:00:00,Shafi,Australia,S12_1680,Plans,3996,9116,36,64
2006-09-01 00:00:00,Shafi,France,S11_1679,Vintage cars,6767,9185,32,69
2012-12-24 00:00:00,Kishan,Germany,S14_1681,Trains,11850,5265,47,11
2006-05-28 00:00:00,Shafi,Netherlands,S16_1683,Plans,6293,19417,40,41
2008-11-15 00:00:00,Suban,Brazil,S10_1678,Trains,10407,14170,33,68
2012-09-27 00:00:00,Kalyan,India,S15_1682,Trains,9757,12807,10,73
2012-08-13 00:00:00,Mahesh,Netherlands,S11_1679,Truks And Buses,9692,13035,13,45
2007-01-23 00:00:00,Mahesh,Netherlands,S13_1681,Classic cars,7904,5829,47,15
2012-01-25 00:00:00,Raja,Canada,S10_1678,Motarcycles,5953,14508,10,10
2012-06-04 00:00:00,Praveen,France,S16_1683,Trains,4837,15766,15,55
2008-09-09 00:00:00,Raja,Austria,S12_1680,Truks And Buses,4635,16180,17,13
2005-05-08 00:00:00,Kalyan,Brazil,S12_1680,Motarcycles,9622,12639,19,68
2010-02-08 00:00:00,Ravi,Netherlands,S12_1680,Vintage cars,6887,6020,27,17
2007-06-27 00:00:00,Snidha,Germany,S11_1679,Ships,9985,8648,19,13
2009-12-04 00:00:00,Vijay,Netherlands,S16_1683,Motarcycles,3920,5409,24,9
2008-07-26 00:00:00,Kishan,France,S10_1678,Motarcycles,8370,12760,46,25
2011-01-03 00:00:00,Ravi,Austria,S14_1681,Plans,3998,14724,13,33
2006-04-15 00:00:00,Snidha,Austria,S13_1681,Plans,11921,18632,28,57
2009-01-21 00:00:00,Snidha,Brazil,S10_1678,Plans,7292,5702,14,59
2006-11-02 00:00:00,Ramu,Brazil,S14_1681,Plans,7029,17478,43,78
2006-05-22 00:00:00,Suban,Brazil,S13_1681,Trains,7427,16526,18,50
2010-07-15 00:00:00,Iliyaz,India,S16_1683,Vintage cars,9197,17750,22,9
2010-07-07 00:00:00,Ravi,Australia,S13_1681,Classic cars,5106,7696,44,70
2012-07-11 00:00:00,Kiran,Brazil,S13_1681,Classic cars,6517,15816,44,63
2009-03-14 00:00:00,Ravi,Canada,S16_1683,Trains,4571,17751,26,9
2011-10-21 00:00:00,Vijay,Australia,S11_1679,Ships,9925,9148,19,59
2006-06-26 00:00:00,Abhi,Austria,S13_1681,Classic cars,6815,17083,14,73
2007-11-05 00:00:00,Suban,Netherlands,S15_1682,Truks And Buses,6819,12565,49,33
2006-07-01 00:00:00,Abhi,Austria,S15_1682,Plans,9174,8907,27,9
2012-03-27 00:00:00,Kiran,Canada,S15_1682,Truks And Buses,8431,7013,37,77
2009-06-07 00:00:00,Kiran,Netherlands,S12_1680,Trains,8676,10830,19,49
2012-02-05 00:00:00,Shafi,France,S16_1683,Plans,6068,17525,27,79
2009-05-01 00:00:00,Raja,Germany,S12_1680,Trains,9620,15514,13,25
2005-02-20 00:00:00,Praveen,France,S14_1681,Classic cars,10409,5371,24,61
2006-03-12 00:00:00,Suban,Switzerland,S14_1681,Trains,8537,6777,14,74
2010-11-12 00:00:00,Mahesh,Canada,S14_1681,Vintage cars,4138,16820,13,49
2009-06-21 00:00:00,Raja,France,S10_1678,Motarcycles,4614,8373,14,53
2008-02-02 00:00:00,Raja,Austria,S14_1681,Plans,6459,8539,47,39
2009-03-21 00:00:00,Iliyaz,France,S16_1683,Motarcycles,3548,14376,38,52
2012-11-03 00:00:00,Vijay,Austria,S14_1681,Ships,8745,18736,37,67
2011-05-21 00:00:00,Praveen,Brazil,S16_1683,Vintage cars,11095,6167,21,66
2005-11-14 00:00:00,Vijay,Brazil,S15_1682,Plans,5579,16404,19,48
2007-09-06 00:00:00,Mahesh,Germany,S15_1682,Truks And Buses,10945,9616,17,58
2009-02-21 00:00:00,Kishan,Australia,S14_1681,Plans,8960,7085,38,58
2009-10-06 00:00:00,Kalyan,France,S15_1682,Motarcycles,6425,9583,44,44
2012-09-08 00:00:00,Iliyaz,Germany,S14_1681,Vintage cars,3334,13387,25,57
2007-06-18 00:00:00,Vijay,India,S13_1681,Plans,7976,5290,50,28
2012-04-03 00:00:00,Praveen,India,S10_1678,Truks And Buses,9061,5339,26,77
2009-01-12 00:00:00,Praveen,France,S12_1680,Truks And Buses,10069,7632,44,37
2010-06-28 00:00:00,Kiran,Canada,S13_1681,Trains,10054,7146,42,19
2006-01-04 00:00:00,Abhi,Austria,S12_1680,Truks And Buses,9021,18427,17,20
2006-06-25 00:00:00,Ravi,Austria,S12_1680,Ships,8241,19455,11,60
2008-07-07 00:00:00,Kishan,France,S13_1681,Motarcycles,8124,15812,37,12
2009-11-11 00:00:00,Ravi,France,S10_1678,Plans,10989,10405,17,77
2005-01-24 00:00:00,Kishan,India,S11_1679,Ships,7875,15071,26,43
2008-07-28 00:00:00,Vijay,Austria,S14_1681,Plans,6986,14148,19,15
2005-02-13 00:00:00,Ravi,Canada,S16_1683,Motarcycles,5768,19724,14,15
2006-05-07 00:00:00,Ravi,Austria,S16_1683,Truks And Buses,9107,6046,26,11
2007-05-04 00:00:00,Ramu,Australia,S12_1680,Motarcycles,5703,12847,31,11
2008-07-15 00:00:00,Ramu,Austria,S15_1682,Ships,9188,18391,34,46
2007-12-10 00:00:00,Raja,Germany,S13_1681,Ships,5327,16255,28,68
2010-08-07 00:00:00,Abhi,Switzerland,S13_1681,Motarcycles,5723,14793,22,62
2008-02-18 00:00:00,Raja,Germany,S12_1680,Plans,11253,7795,12,78
2008-12-19 00:00:00,Kiran,Germany,S16_1683,Trains,11500,15129,16,23
2012-02-18 00:00:00,Ravi,Canada,S13_1681,Truks And Buses,4897,19261,11,10
2005-07-21 00:00:00,Raja,France,S11_1679,Truks And Buses,10830,13157,27,59
2008-04-17 00:00:00,Iliyaz,Australia,S10_1678,Plans,10553,8966,11,77
2008-08-08 00:00:00,Kishan,France,S14_1681,Motarcycles,8062,11458,25,32
2005-12-18 00:00:00,Praveen,Austria,S15_1682,Classic cars,4838,9137,36,66
2006-12-17 00:00:00,Kalyan,Brazil,S14_1681,Motarcycles,6951,11925,17,6
2006-01-24 00:00:00,Shafi,Netherlands,S16_1683,Truks And Buses,8498,12869,30,69
2011-08-06 00:00:00,Abhi,Austria,S12_1680,Classic cars,6236,10765,32,47
2006-10-23 00:00:00,Vijay,Germany,S12_1680,Trains,3383,16611,18,50
2008-04-21 00:00:00,Kalyan,Brazil,S14_1681,Classic cars,3469,18412,32,22
2012-07-27 00:00:00,Ramu,Netherlands,S10_1678,Classic cars,10604,5596,18,11
2010-11-11 00:00:00,Mahesh,India,S11_1679,Vintage cars,5271,7547,23,35
2007-08-23 00:00:00,Abhi,India,S16_1683,Truks And Buses,6758,9160,37,30
2007-12-12 00:00:00,Kiran,Canada,S16_1683,Vintage cars,10493,16157,24,49
2008-10-05 00:00:00,Kiran,Canada,S14_1681,Motarcycles,5318,13393,39,42
2010-08-07 00:00:00,Mahesh,Australia,S13_1681,Trains,10054,12913,37,68
2007-02-08 00:00:00,Suban,Canada,S15_1682,Motarcycles,6575,16877,12,75
2007-11-06 00:00:00,Shafi,Austria,S16_1683,Plans,9190,15000,40,24
2012-08-27 00:00:00,Raja,Germany,S16_1683,Trains,9359,14023,43,34
2011-12-14 00:00:00,Suban,India,S16_1683,Truks And Buses,9627,15711,49,28
2006-06-06 00:00:00,Ravi,India,S14_1681,Motarcycles,4293,10828,34,46
2005-04-14 00:00:00,Vijay,Canada,S15_1682,Truks And Buses,10468,18829,32,8
2008-02-17 00:00:00,Shafi,India,S16_1683,Classic cars,8994,19664,19,54
2010-06-03 00:00:00,Praveen,Austria,S14_1681,Classic cars,3267,6287,14,22
2006-05-17 00:00:00,Kiran,Germany,S10_1678,Vintage cars,6931,8269,49,33
2012-01-02 00:00:00,Kiran,Australia,S14_1681,Trains,8286,19287,41,5
2010-06-09 00:00:00,Raja,Austria,S16_1683,Motarcycles,9756,6825,43,60
2006-11-06 00:00:00,Kiran,Brazil,S14_1681,Plans,10051,13453,50,39
2005-06-24 00:00:00,Ramu,Germany,S14_1681,Truks And Buses,5542,19106,11,56
2005-02-17 00:00:00,Snidha,Austria,S16_1683,Ships,6082,10009,47,25
2008-07-05 00:00:00,Praveen,Netherlands,S12_1680,Motarcycles,7621,8000,43,36
2011-03-04 00:00:00,Ramu,Brazil,S13_1681,Motarcycles,8817,19370,32,46
2006-02-28 00:00:00,Iliyaz,Brazil,S15_1682,Vintage cars,7665,10895,12,56
2005-04-03 00:00:00,Mahesh,Netherlands,S10_1678,Truks And Buses,10069,12888,21,54
2011-01-04 00:00:00,Abhi,Germany,S11_1679,Motarcycles,11238,11383,18,48
2010-09-05 00:00:00,Praveen,Austria,S11_1679,Motarcycles,11183,10965,25,51
2007-06-12 00:00:00,Shafi,France,S15_1682,Ships,9392,13426,34,58
2012-12-02 00:00:00,Vijay,Australia,S10_1678,Trains,4870,19597,18,7
2006-07-17 00:00:00,Kalyan,Austria,S16_1683,Motarcycles,11939,14018,19,54
2005-01-02 00:00:00,Ravi,India,S16_1683,Ships,9784,12400,45,30
2005-10-19 00:00:00,Ravi,France,S16_1683,Motarcycles,3380,15046,44,53
2011-06-19 00:00:00,Praveen,Netherlands,S10_1678,Classic cars,8842,17272,26,28
2009-03-17 00:00:00,Iliyaz,Canada,S12_1680,Classic cars,9233,10665,40,80
2005-10-15 00:00:00,Raja,Germany,S13_1681,Motarcycles,4802,14150,50,33
2006-02-17 00:00:00,Ravi,Canada,S13_1681,Trains,6505,6852,43,67
2006-03-10 00:00:00,Shafi,Australia,S10_1678,Motarcycles,9229,11891,17,8
2007-02-02 00:00:00,Praveen,Switzerland,S13_1681,Motarcycles,6242,12562,25,59
2005-06-07 00:00:00,Ramu,France,S13_1681,Ships,9047,7879,28,57
2008-04-06 00:00:00,Ravi,Germany,S13_1681,Trains,8194,8928,22,39
2012-12-07 00:00:00,Abhi,Canada,S10_1678,Truks And Buses,10821,6144,22,16
2005-01-27 00:00:00,Kalyan,Netherlands,S16_1683,Motarcycles,9956,11152,24,64
2012-08-15 00:00:00,Kishan,India,S11_1679,Classic cars,8113,11308,37,80
2009-05-23 00:00:00,Ravi,Germany,S13_1681,Classic cars,11680,16471,10,59
2010-04-04 00:00:00,Abhi,Switzerland,S11_1679,Plans,10744,13158,22,61
2009-12-06 00:00:00,Praveen,Germany,S10_1678,Vintage cars,5272,12436,49,74
2009-03-01 00:00:00,Kiran,Canada,S15_1682,Classic cars,11191,11137,19,45
2012-03-23 00:00:00,Praveen,Canada,S13_1681,Classic cars,11659,18943,12,61
2005-04-12 00:00:00,Vijay,Switzerland,S14_1681,Ships,3795,16333,13,12
2009-07-08 00:00:00,Praveen,Brazil,S16_1683,Classic cars,11943,15040,21,8
2005-06-23 00:00:00,Shafi,Canada,S12_1680,Motarcycles,3354,11392,30,75
2012-04-12 00:00:00,Kiran,India,S15_1682,Ships,10924,16397,29,68
2007-03-20 00:00:00,Snidha,Switzerland,S14_1681,Plans,8431,13384,36,78
2005-05-08 00:00:00,Abhi,Canada,S14_1681,Classic cars,7821,17001,19,80
2007-03-21 00:00:00,Ramu,Australia,S15_1682,Truks And Buses,3966,5245,42,74
2006-11-19 00:00:00,Raja,Germany,S15_1682,Classic cars,10183,9406,36,36
2006-04-04 00:00:00,Kalyan,Canada,S13_1681,Trains,5477,13896,26,60
2007-10-10 00:00:00,Kalyan,Canada,S10_1678,Vintage cars,8557,5735,16,51
2005-06-21 00:00:00,Shafi,India,S12_1680,Motarcycles,10053,16195,46,47
2009-01-22 00:00:00,Praveen,Australia,S12_1680,Truks And Buses,10287,17593,46,14
2012-04-10 00:00:00,Iliyaz,Canada,S15_1682,Trains,11141,5696,32,42
2005-03-14 00:00:00,Snidha,France,S14_1681,Motarcycles,4743,8140,32,14
2007-11-01 00:00:00,Raja,France,S13_1681,Truks And Buses,6277,8071,35,17
2012-02-26 00:00:00,Shafi,Switzerland,S13_1681,Ships,3157,14441,49,40
2012-05-10 00:00:00,Shafi,India,S10_1678,Truks And Buses,10439,8012,11,42
2006-10-25 00:00:00,Kalyan,Germany,S12_1680,Motarcycles,4633,17890,34,25
2008-09-27 00:00:00,Abhi,France,S11_1679,Ships,3021,13995,17,54
2008-09-26 00:00:00,Ramu,Brazil,S13_1681,Plans,9020,19787,16,15
2005-03-18 00:00:00,Raja,Germany,S15_1682,Vintage cars,5604,8463,22,14
2010-03-06 00:00:00,Iliyaz,Canada,S12_1680,Motarcycles,6966,10310,26,20
2009-10-04 00:00:00,Ramu,Netherlands,S16_1683,Classic cars,10820,11966,39,26
2005-02-04 00:00:00,Kishan,Switzerland,S14_1681,Motarcycles,4455,19034,39,35
2005-12-20 00:00:00,Abhi,India,S12_1680,Classic cars,6465,16436,47,44
2008-11-18 00:00:00,Kiran,Brazil,S12_1680,Truks And Buses,4611,5771,27,45
2011-05-17 00:00:00,Raja,France,S11_1679,Ships,11029,18329,15,65
2010-12-17 00:00:00,Kishan,Austria,S12_1680,Motarcycles,3021,13809,26,51
2011-04-17 00:00:00,Kishan,France,S11_1679,Vintage cars,10973,10703,31,54
2007-09-27 00:00:00,Ramu,Austria,S16_1683,Plans,10334,16299,36,55
2005-10-24 00:00:00,Kiran,Germany,S15_1682,Plans,5932,14781,21,68
2008-12-24 00:00:00,Iliyaz,India,S10_1678,Ships,10808,9521,38,29
2005-12-27 00:00:00,Vijay,France,S12_1680,Motarcycles,7467,16879,14,76
2009-06-02 00:00:00,Vijay,Austria,S13_1681,Plans,5045,16084,35,8
2005-03-22 00:00:00,Ramu,France,S11_1679,Vintage cars,10518,12486,30,70
2007-02-22 00:00:00,Mahesh,Australia,S16_1683,Ships,9390,7301,29,41
2011-02-06 00:00:00,Suban,India,S10_1678,Motarcycles,9213,5802,35,76
2005-03-22 00:00:00,Kalyan,France,S16_1683,Classic cars,8095,15494,10,31
2010-11-26 00:00:00,Iliyaz,Netherlands,S11_1679,Ships,3635,17052,44,37
2007-11-11 00:00:00,Ravi,Germany,S15_1682,Ships,6489,14709,21,32
2012-09-07 00:00:00,Snidha,Australia,S14_1681,Ships,6394,16928,28,61
2005-03-14 00:00:00,Raja,Netherlands,S13_1681,Truks And Buses,4792,16407,18,44
2010-06-21 00:00:00,Abhi,Austria,S12_1680,Motarcycles,3324,6305,31,40
2010-03-07 00:00:00,Snidha,Switzerland,S10_1678,Truks And Buses,6203,13063,18,62
2006-10-09 00:00:00,Kishan,France,S12_1680,Truks And Buses,3845,13770,19,49
2008-07-04 00:00:00,Abhi,Brazil,S14_1681,Classic cars,3256,11960,36,8
2010-06-21 00:00:00,Kalyan,Canada,S16_1683,Ships,10142,7614,35,28
2008-11-15 00:00:00,Mahesh,Australia,S15_1682,Vintage cars,10792,19200,16,16
2012-08-17 00:00:00,Ravi,Germany,S15_1682,Vintage cars,4973,13407,11,50
2012-04-13 00:00:00,Snidha,Switzerland,S13_1681,Plans,4132,16038,23,63
2005-02-16 00:00:00,Shafi,Brazil,S10_1678,Vintage cars,9000,13655,38,49
2012-11-15 00:00:00,Ravi,Canada,S16_1683,Trains,6676,18538,48,15
2009-09-05 00:00:00,Mahesh,India,S15_1682,Plans,3698,5818,14,7
2009-10-18 00:00:00,Abhi,Netherlands,S10_1678,Truks And Buses,9557,11598,17,22
2011-09-08 00:00:00,Kishan,Australia,S11_1679,Classic cars,9976,18896,36,78
2012-06-10 00:00:00,Abhi,Switzerland,S13_1681,Trains,6340,19474,42,22
2012-06-02 00:00:00,Iliyaz,France,S14_1681,Motarcycles,4193,7795,38,75
2006-02-10 00:00:00,Abhi,Netherlands,S10_1678,Ships,8929,17408,30,16
2006-12-10 00:00:00,Praveen,Canada,S13_1681,Truks And Buses,4218,15602,19,54
2011-08-05 00:00:00,Shafi,India,S11_1679,Motarcycles,8966,8838,11,70
2008-10-08 00:00:00,Ramu,Switzerland,S11_1679,Vintage cars,11244,13773,21,60
2012-08-13 00:00:00,Ravi,Canada,S13_1681,Truks And Buses,4025,7765,33,11
2010-08-03 00:00:00,Iliyaz,Netherlands,S16_1683,Trains,5018,12821,30,19
2008-02-19 00:00:00,Praveen,Australia,S13_1681,Truks And Buses,3127,13300,36,43
2005-05-27 00:00:00,Iliyaz,Germany,S12_1680,Classic cars,4809,17680,49,30
2008-07-26 00:00:00,Suban,Switzerland,S10_1678,Trains,9404,16785,17,52
2011-11-27 00:00:00,Shafi,Brazil,S14_1681,Motarcycles,6703,6922,47,58
2006-07-23 00:00:00,Raja,India,S12_1680,Truks And Buses,3975,17871,21,79
2010-05-27 00:00:00,Kiran,Canada,S12_1680,Classic cars,9774,10403,38,36
2010-09-11 00:00:00,Raja,India,S14_1681,Motarcycles,3633,14343,32,5
2011-12-17 00:00:00,Suban,Netherlands,S11_1679,Motarcycles,6188,5000,15,69
2007-07-23 00:00:00,Abhi,Switzerland,S13_1681,Plans,10669,18197,31,18
2011-11-10 00:00:00,Praveen,Australia,S11_1679,Trains,4200,10658,24,16
2008-07-16 00:00:00,Suban,Austria,S11_1679,Trains,8161,5997,13,62
2005-05-24 00:00:00,Kishan,Germany,S14_1681,Motarcycles,8074,13512,10,14
2006-08-04 00:00:00,Vijay,Canada,S15_1682,Truks And Buses,3329,10550,50,49
2007-02-10 00:00:00,Suban,Canada,S14_1681,Truks And Buses,5357,14478,50,60
2008-12-20 00:00:00,Kishan,Brazil,S16_1683,Classic cars,4955,13129,36,51
2012-09-01 00:00:00,Snidha,Switzerland,S15_1682,Vintage cars,6380,6708,47,74
2012-04-20 00:00:00,Suban,India,S16_1683,Classic cars,9950,10674,12,16
2010-06-15 00:00:00,Praveen,Netherlands,S12_1680,Classic cars,9657,14809,22,37
2011-10-12 00:00:00,Shafi,Germany,S13_1681,Vintage cars,4864,12349,39,76
2012-06-18 00:00:00,Kishan,Netherlands,S10_1678,Truks And Buses,11888,15788,44,77
2009-12-18 00:00:00,Kalyan,Canada,S16_1683,Classic cars,6396,8513,36,72
2011-05-10 00:00:00,Kiran,Germany,S10_1678,Vintage cars,3265,11851,21,43
2011-12-02 00:00:00,Abhi,India,S12_1680,Ships,9465,15052,31,9
2006-04-26 00:00:00,Ravi,Switzerland,S13_1681,Truks And Buses,3388,12386,16,65
2011-12-27 00:00:00,Mahesh,India,S15_1682,Trains,8922,7419,34,75
2005-04-09 00:00:00,Ravi,India,S14_1681,Motarcycles,4620,7656,47,7
2010-12-26 00:00:00,Shafi,Canada,S11_1679,Ships,8325,6229,13,57
2005-12-22 00:00:00,Shafi,Netherlands,S14_1681,Trains,6725,18707,26,50
2011-04-23 00:00:00,Kiran,Australia,S10_1678,Plans,10090,9027,23,14
2010-08-26 00:00:00,Kiran,Australia,S12_1680,Vintage cars,4127,19590,14,38
2010-03-09 00:00:00,Raja,Netherlands,S14_1681,Truks And Buses,11079,17775,33,19
2011-11-25 00:00:00,Kiran,India,S15_1682,Motarcycles,7145,9438,17,28
2005-12-09 00:00:00,Ravi,Brazil,S16_1683,Plans,3915,6048,12,22
2011-08-15 00:00:00,Shafi,Canada,S10_1678,Ships,5387,18315,20,44
2011-06-26 00:00:00,Mahesh,Australia,S13_1681,Trains,10696,19296,32,54
2008-02-20 00:00:00,Kishan,Australia,S15_1682,Ships,4564,5696,32,17
